TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.spdx.licenseTemplate.SpdxLicenseTemplateHelper,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,53,0.3,2,33,36,64214,1668246171326,0.4489795918367347,11111111000000000001111111100000111000000000000000000000000011111111111000000001011111110011110011,0.4186046511627907,1111111100010110000000011100000111100000000,0.9333333333333333,111111111011111,0,0,14,2,0.36981132075471695,1111100000000000000000000000000000111001011011110111010100000000000000000000011011011111111111111111111111101110100000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111,0.6666666666666666,110110110110110110110,1.0,111111111,1.0,111111111,0.4186046511627907,1111111100001110000000011100000111100000000
